id,currency_value_formatted,last_updated,currency_name,currency_value,currency_code
10284062,"84,014.82499967",2025-04-13 09:56:24.665481,Bitcoin,84014.824999673400000000,BTC
10284002,"84,008.67500004",2025-04-13 09:56:14.661567,Bitcoin,84008.675000038200000000,BTC
10283932,"83,993.65000006",2025-04-13 09:55:54.679273,Bitcoin,83993.650000064400000000,BTC
10283865,"83,990.45000003",2025-04-13 09:55:39.698541,Bitcoin,83990.450000032300000000,BTC
10283822,"84,007.98000008",2025-04-13 09:55:24.795568,Bitcoin,84007.980000079200000000,BTC
10283770,"83,989.87500018",2025-04-13 09:55:04.657112,Bitcoin,83989.875000176000000000,BTC
10283676,"84,005.72500031",2025-04-13 09:54:49.639542,Bitcoin,84005.725000306700000000,BTC
10283613,"84,011.30000033",2025-04-13 09:54:29.665959,Bitcoin,84011.300000327500000000,BTC
10283567,"84,035.32000005",2025-04-13 09:54:14.664384,Bitcoin,84035.320000053900000000,BTC
10283470,"84,031.68500012",2025-04-13 09:54:04.679171,Bitcoin,84031.685000120600000000,BTC
10283411,"84,067.00500035",2025-04-13 09:53:44.653161,Bitcoin,84067.005000346900000000,BTC
10283356,"84,033.12499966",2025-04-13 09:53:24.689428,Bitcoin,84033.124999661400000000,BTC
10283298,"84,028.10499990",2025-04-13 09:53:14.672112,Bitcoin,84028.104999901700000000,BTC
10283199,"84,045.64000002",2025-04-13 09:52:59.683303,Bitcoin,84045.640000022400000000,BTC
10283137,"84,026.00500007",2025-04-13 09:52:34.656832,Bitcoin,84026.005000071000000000,BTC
10283092,"84,026.93999968",2025-04-13 09:52:19.702525,Bitcoin,84026.939999677400000000,BTC
10283004,"84,020.76499988",2025-04-13 09:52:04.672471,Bitcoin,84020.764999879200000000,BTC
10282944,"83,983.11000034",2025-04-13 09:51:44.672249,Bitcoin,83983.110000337700000000,BTC
10282887,"83,993.62500021",2025-04-13 09:51:29.658922,Bitcoin,83993.625000210500000000,BTC
10282825,"83,975.43500009",2025-04-13 09:51:14.701981,Bitcoin,83975.435000087300000000,BTC
10282736,"83,960.57999973",2025-04-13 09:51:04.681989,Bitcoin,83960.579999728600000000,BTC
10282675,"83,933.40499978",2025-04-13 09:50:49.674142,Bitcoin,83933.404999782200000000,BTC
10282618,"83,927.02500013",2025-04-13 09:50:29.733746,Bitcoin,83927.025000134300000000,BTC
10282564,"83,946.43000012",2025-04-13 09:50:14.652173,Bitcoin,83946.430000122200000000,BTC
10282484,"83,931.83500022",2025-04-13 09:49:59.725891,Bitcoin,83931.835000216000000000,BTC
10282434,"83,942.71500000",2025-04-13 09:49:49.680797,Bitcoin,83942.714999998500000000,BTC
10282379,"83,942.68500005",2025-04-13 09:49:34.672936,Bitcoin,83942.685000049000000000,BTC
10282328,"83,967.94500014",2025-04-13 09:49:19.657266,Bitcoin,83967.945000139400000000,BTC
10282244,"83,936.60500000",2025-04-13 09:48:59.669962,Bitcoin,83936.605000001800000000,BTC
10282196,"83,940.78500019",2025-04-13 09:48:49.700251,Bitcoin,83940.785000186800000000,BTC
10282142,"83,955.12999997",2025-04-13 09:48:39.697591,Bitcoin,83955.129999965700000000,BTC
10282089,"83,951.64000020",2025-04-13 09:48:34.666635,Bitcoin,83951.640000199800000000,BTC
10282036,"83,955.12999997",2025-04-13 09:48:29.729068,Bitcoin,83955.129999965700000000,BTC
10281968,"83,951.64000020",2025-04-13 09:48:19.653961,Bitcoin,83951.640000199800000000,BTC
10281910,"83,979.79999970",2025-04-13 09:47:59.627668,Bitcoin,83979.799999696400000000,BTC
10281840,"83,960.82500020",2025-04-13 09:47:49.665199,Bitcoin,83960.825000200600000000,BTC
10281791,"83,980.85499971",2025-04-13 09:47:29.667116,Bitcoin,83980.854999707400000000,BTC
10281710,"83,979.63500005",2025-04-13 09:47:19.666409,Bitcoin,83979.635000052800000000,BTC
10281663,"83,977.87000017",2025-04-13 09:47:04.662988,Bitcoin,83977.870000167900000000,BTC
10281596,"83,977.84999990",2025-04-13 09:46:54.706017,Bitcoin,83977.849999899100000000,BTC
10281557,"84,023.89500020",2025-04-13 09:46:39.757383,Bitcoin,84023.895000202000000000,BTC
10281483,"84,016.96500014",2025-04-13 09:46:24.704438,Bitcoin,84016.965000136300000000,BTC
10281417,"84,066.29000029",2025-04-13 09:46:09.712081,Bitcoin,84066.290000291800000000,BTC
10281365,"84,023.40499990",2025-04-13 09:45:49.686461,Bitcoin,84023.404999899200000000,BTC
10281322,"84,005.31499988",2025-04-13 09:45:39.711346,Bitcoin,84005.314999882200000000,BTC
10281213,"84,009.93500023",2025-04-13 09:45:24.663802,Bitcoin,84009.935000228200000000,BTC
10281142,"83,997.17500006",2025-04-13 09:45:09.661420,Bitcoin,83997.175000055400000000,BTC
10281057,"84,017.34500024",2025-04-13 09:44:54.666939,Bitcoin,84017.345000243100000000,BTC
10280983,"84,000.76499987",2025-04-13 09:44:34.714386,Bitcoin,84000.764999872500000000,BTC
10280921,"84,024.75500001",2025-04-13 09:44:19.668268,Bitcoin,84024.755000012900000000,BTC
10280847,"83,996.36499968",2025-04-13 09:44:09.665005,Bitcoin,83996.364999683100000000,BTC
10280771,"84,040.66500026",2025-04-13 09:43:54.668300,Bitcoin,84040.665000258000000000,BTC
10280711,"84,065.19999978",2025-04-13 09:43:39.661154,Bitcoin,84065.199999780800000000,BTC
10280623,"84,059.21500024",2025-04-13 09:43:19.647940,Bitcoin,84059.215000237000000000,BTC
10280570,"84,068.87499971",2025-04-13 09:43:04.654634,Bitcoin,84068.874999713700000000,BTC
10280512,"84,103.71500002",2025-04-13 09:42:54.648458,Bitcoin,84103.715000020800000000,BTC
10280452,"84,102.91500002",2025-04-13 09:42:44.702974,Bitcoin,84102.915000023900000000,BTC
10280381,"84,098.42000020",2025-04-13 09:42:29.662594,Bitcoin,84098.420000195900000000,BTC
10280314,"84,059.89499971",2025-04-13 09:42:14.656057,Bitcoin,84059.894999712400000000,BTC
10280242,"84,043.18000005",2025-04-13 09:41:59.633476,Bitcoin,84043.180000045600000000,BTC
10280186,"84,074.65499973",2025-04-13 09:41:44.622727,Bitcoin,84074.654999729300000000,BTC
10280134,"84,099.48500022",2025-04-13 09:41:34.666125,Bitcoin,84099.485000224200000000,BTC
10280047,"84,099.74999974",2025-04-13 09:41:24.687260,Bitcoin,84099.749999736900000000,BTC
10279978,"84,030.58500004",2025-04-13 09:41:04.683277,Bitcoin,84030.585000042100000000,BTC
10279892,"84,001.66000028",2025-04-13 09:40:49.661699,Bitcoin,84001.660000282500000000,BTC
10279815,"84,025.33500035",2025-04-13 09:40:34.665345,Bitcoin,84025.335000351600000000,BTC
10279756,"84,026.91000022",2025-04-13 09:40:24.662342,Bitcoin,84026.910000216400000000,BTC
10279667,"84,043.11499978",2025-04-13 09:40:04.645073,Bitcoin,84043.114999775200000000,BTC
10279604,"84,040.23500021",2025-04-13 09:39:44.663718,Bitcoin,84040.235000211500000000,BTC
10279542,"84,033.54000006",2025-04-13 09:39:34.674800,Bitcoin,84033.540000064200000000,BTC
10279487,"84,028.72999993",2025-04-13 09:39:29.666592,Bitcoin,84028.729999929900000000,BTC
10279432,"84,033.54000006",2025-04-13 09:39:24.641390,Bitcoin,84033.540000064200000000,BTC
10279359,"84,028.72999993",2025-04-13 09:39:14.686584,Bitcoin,84028.729999929900000000,BTC
10279242,"84,021.10000009",2025-04-13 09:38:59.643516,Bitcoin,84021.100000085700000000,BTC
10279170,"83,965.31499977",2025-04-13 09:38:44.626030,Bitcoin,83965.314999771000000000,BTC
10279100,"83,942.13500031",2025-04-13 09:38:29.686417,Bitcoin,83942.135000310800000000,BTC
10279031,"83,938.27000016",2025-04-13 09:38:14.677751,Bitcoin,83938.270000164400000000,BTC
10278943,"83,946.22499978",2025-04-13 09:37:54.665247,Bitcoin,83946.224999778800000000,BTC
10278872,"83,947.72999994",2025-04-13 09:37:39.618834,Bitcoin,83947.729999944300000000,BTC
10278811,"83,992.18999995",2025-04-13 09:37:24.661015,Bitcoin,83992.189999954000000000,BTC
10278730,"83,986.38499968",2025-04-13 09:37:09.666140,Bitcoin,83986.384999680800000000,BTC
10278635,"84,037.31500027",2025-04-13 09:36:54.668144,Bitcoin,84037.315000269800000000,BTC
10278572,"84,025.63500021",2025-04-13 09:36:39.675620,Bitcoin,84025.635000211700000000,BTC
10278492,"84,016.06000032",2025-04-13 09:36:24.655734,Bitcoin,84016.060000321000000000,BTC
10278422,"83,982.71499969",2025-04-13 09:36:19.658348,Bitcoin,83982.714999689300000000,BTC
10278358,"84,012.75500002",2025-04-13 09:36:14.694537,Bitcoin,84012.755000015200000000,BTC
10278283,"83,982.71499969",2025-04-13 09:36:09.864326,Bitcoin,83982.714999689300000000,BTC
10278187,"83,945.86499988",2025-04-13 09:35:49.681890,Bitcoin,83945.864999880100000000,BTC
10278119,"83,950.72000004",2025-04-13 09:35:34.758749,Bitcoin,83950.720000040300000000,BTC
10278050,"83,952.85500004",2025-04-13 09:35:24.638832,Bitcoin,83952.855000038300000000,BTC
10277983,"83,959.29500008",2025-04-13 09:35:04.656258,Bitcoin,83959.295000082700000000,BTC
10277912,"83,992.99000002",2025-04-13 09:34:59.651248,Bitcoin,83992.990000019600000000,BTC
10277841,"83,959.29500008",2025-04-13 09:34:54.638873,Bitcoin,83959.295000082700000000,BTC
10277793,"83,992.99000002",2025-04-13 09:34:39.628538,Bitcoin,83992.990000019600000000,BTC
10277681,"84,000.02999974",2025-04-13 09:34:29.614862,Bitcoin,84000.029999737100000000,BTC
10277562,"83,974.72500018",2025-04-13 09:34:14.623736,Bitcoin,83974.725000176700000000,BTC
10277486,"83,877.18499969",2025-04-13 09:33:54.666248,Bitcoin,83877.184999686800000000,BTC
10277428,"83,862.23499984",2025-04-13 09:33:44.673958,Bitcoin,83862.234999842800000000,BTC
10277347,"83,870.93499975",2025-04-13 09:33:24.644658,Bitcoin,83870.934999750600000000,BTC
10277291,"83,867.10500034",2025-04-13 09:33:14.652799,Bitcoin,83867.105000336300000000,BTC
10277207,"83,900.98499977",2025-04-13 09:33:04.659886,Bitcoin,83900.984999774700000000,BTC
10277123,"83,862.11500019",2025-04-13 09:32:44.622966,Bitcoin,83862.115000187500000000,BTC
10277073,"83,867.30500031",2025-04-13 09:32:29.644719,Bitcoin,83867.305000308600000000,BTC
10277007,"83,859.88999985",2025-04-13 09:32:24.649792,Bitcoin,83859.889999845300000000,BTC
10276954,"83,852.51499984",2025-04-13 09:32:09.637232,Bitcoin,83852.514999841900000000,BTC
10276866,"83,848.87499973",2025-04-13 09:31:59.662385,Bitcoin,83848.874999731300000000,BTC
10276773,"83,815.51499982",2025-04-13 09:31:39.632543,Bitcoin,83815.514999817900000000,BTC
10276680,"83,778.94000026",2025-04-13 09:31:19.742021,Bitcoin,83778.940000255400000000,BTC
10276620,"83,752.02500013",2025-04-13 09:31:09.632796,Bitcoin,83752.025000126700000000,BTC
10276533,"83,751.78500025",2025-04-13 09:30:54.647494,Bitcoin,83751.785000254800000000,BTC
10276476,"83,822.80499996",2025-04-13 09:30:39.637012,Bitcoin,83822.804999958800000000,BTC
10276388,"83,823.99000012",2025-04-13 09:30:29.650381,Bitcoin,83823.990000120600000000,BTC
10276339,"83,841.54499974",2025-04-13 09:30:09.611338,Bitcoin,83841.544999742400000000,BTC
10276279,"83,829.36500024",2025-04-13 09:30:04.678450,Bitcoin,83829.365000238600000000,BTC
10276224,"83,852.67500033",2025-04-13 09:29:49.680419,Bitcoin,83852.675000329300000000,BTC
10276126,"83,834.47499970",2025-04-13 09:29:34.659730,Bitcoin,83834.474999699300000000,BTC
10276049,"83,816.74499990",2025-04-13 09:29:19.643028,Bitcoin,83816.744999903500000000,BTC
10275981,"83,788.54499974",2025-04-13 09:28:54.698727,Bitcoin,83788.544999735600000000,BTC
10275878,"83,767.47500019",2025-04-13 09:28:34.655788,Bitcoin,83767.475000188500000000,BTC
10275814,"83,767.72999978",2025-04-13 09:28:19.646581,Bitcoin,83767.729999780000000000,BTC
10275747,"83,742.79999975",2025-04-13 09:27:59.645109,Bitcoin,83742.799999749300000000,BTC
10275698,"83,759.31500015",2025-04-13 09:27:39.646232,Bitcoin,83759.315000149000000000,BTC
10275622,"83,735.04500004",2025-04-13 09:27:24.658718,Bitcoin,83735.045000040300000000,BTC
10275577,"83,700.90499971",2025-04-13 09:27:14.683380,Bitcoin,83700.904999705300000000,BTC
10275547,"83,715.33500032",2025-04-13 09:27:09.757751,Bitcoin,83715.335000318900000000,BTC
10275455,"83,700.90499971",2025-04-13 09:27:04.653659,Bitcoin,83700.904999705300000000,BTC
10275377,"83,711.89999979",2025-04-13 09:26:49.656003,Bitcoin,83711.899999794800000000,BTC
10275335,"83,693.55499999",2025-04-13 09:26:29.643846,Bitcoin,83693.554999988600000000,BTC
10275267,"83,704.04499974",2025-04-13 09:26:19.652819,Bitcoin,83704.044999742400000000,BTC
10275225,"83,703.70500034",2025-04-13 09:26:04.634432,Bitcoin,83703.705000342300000000,BTC
10275133,"83,704.12499992",2025-04-13 09:25:54.642895,Bitcoin,83704.124999920300000000,BTC
10275053,"83,718.14000002",2025-04-13 09:25:39.652675,Bitcoin,83718.140000015400000000,BTC
10274998,"83,756.06999971",2025-04-13 09:25:14.589848,Bitcoin,83756.069999711700000000,BTC
10274895,"83,739.45999986",2025-04-13 09:25:04.673185,Bitcoin,83739.459999857500000000,BTC
10274819,"83,790.01000012",2025-04-13 09:24:44.627828,Bitcoin,83790.010000123500000000,BTC
10274765,"83,734.48999966",2025-04-13 09:24:34.612446,Bitcoin,83734.489999657400000000,BTC
10274710,"83,745.35999997",2025-04-13 09:24:29.645641,Bitcoin,83745.359999967400000000,BTC
10274648,"83,711.69499966",2025-04-13 09:24:24.639458,Bitcoin,83711.694999664000000000,BTC
10274586,"83,745.35999997",2025-04-13 09:24:19.627139,Bitcoin,83745.359999967400000000,BTC
10274520,"83,711.69499966",2025-04-13 09:24:09.612531,Bitcoin,83711.694999664000000000,BTC
10274424,"83,721.74999980",2025-04-13 09:23:54.627062,Bitcoin,83721.749999797500000000,BTC
10274356,"83,714.22000003",2025-04-13 09:23:44.583291,Bitcoin,83714.220000029400000000,BTC
10274285,"83,740.26499968",2025-04-13 09:23:24.629706,Bitcoin,83740.264999675600000000,BTC
10274238,"83,714.22500029",2025-04-13 09:23:14.614783,Bitcoin,83714.225000288100000000,BTC
10274172,"83,714.12999968",2025-04-13 09:22:59.632839,Bitcoin,83714.129999679900000000,BTC
10274108,"83,728.49499966",2025-04-13 09:22:39.618103,Bitcoin,83728.494999660000000000,BTC
10274042,"83,720.74499990",2025-04-13 09:22:29.604172,Bitcoin,83720.744999903600000000,BTC
10273966,"83,732.71999979",2025-04-13 09:22:19.631326,Bitcoin,83732.719999791600000000,BTC
10273879,"83,766.29999996",2025-04-13 09:21:54.627584,Bitcoin,83766.299999964300000000,BTC
10273806,"83,709.30500027",2025-04-13 09:21:44.617959,Bitcoin,83709.305000272600000000,BTC
10273708,"83,702.14999969",2025-04-13 09:21:24.626344,Bitcoin,83702.149999694000000000,BTC
10273643,"83,702.74499972",2025-04-13 09:21:04.633642,Bitcoin,83702.744999718600000000,BTC
10273568,"83,698.12499969",2025-04-13 09:20:54.606146,Bitcoin,83698.124999690100000000,BTC
10273432,"83,727.36500012",2025-04-13 09:20:39.652333,Bitcoin,83727.365000124300000000,BTC
10273354,"83,727.90000014",2025-04-13 09:20:19.639108,Bitcoin,83727.900000135100000000,BTC
10273282,"83,686.67499981",2025-04-13 09:20:04.666672,Bitcoin,83686.674999813900000000,BTC
10273197,"83,655.20000019",2025-04-13 09:19:54.655041,Bitcoin,83655.200000194900000000,BTC
10273136,"83,650.36000000",2025-04-13 09:19:39.634677,Bitcoin,83650.359999998100000000,BTC
10273037,"83,642.52499967",2025-04-13 09:19:24.606254,Bitcoin,83642.524999667100000000,BTC
10272945,"83,656.56500032",2025-04-13 09:19:09.636489,Bitcoin,83656.565000316900000000,BTC
10272890,"83,668.11499974",2025-04-13 09:19:04.643821,Bitcoin,83668.114999745000000000,BTC
10272842,"83,656.84499967",2025-04-13 09:18:59.634185,Bitcoin,83656.844999674900000000,BTC
10272794,"83,668.11499974",2025-04-13 09:18:54.628875,Bitcoin,83668.114999745000000000,BTC
10272717,"83,656.84499967",2025-04-13 09:18:49.628516,Bitcoin,83656.844999674900000000,BTC
10272648,"83,677.41499979",2025-04-13 09:18:29.629818,Bitcoin,83677.414999788300000000,BTC
10272557,"83,671.19999986",2025-04-13 09:18:24.638587,Bitcoin,83671.199999855100000000,BTC
10272494,"83,683.69500012",2025-04-13 09:18:04.642393,Bitcoin,83683.695000118400000000,BTC
10272406,"83,665.72999970",2025-04-13 09:17:49.655003,Bitcoin,83665.729999703600000000,BTC
10272315,"83,683.64499971",2025-04-13 09:17:34.642546,Bitcoin,83683.644999708300000000,BTC
10272245,"83,673.78500034",2025-04-13 09:17:24.647854,Bitcoin,83673.785000337100000000,BTC
10272124,"83,657.35999979",2025-04-13 09:17:04.675903,Bitcoin,83657.359999788900000000,BTC
10272044,"83,699.21499997",2025-04-13 09:16:44.639728,Bitcoin,83699.214999971900000000,BTC
10271956,"83,732.38499979",2025-04-13 09:16:29.611376,Bitcoin,83732.384999793500000000,BTC
10271873,"83,814.69500015",2025-04-13 09:16:19.630629,Bitcoin,83814.695000146600000000,BTC
10271774,"83,785.68499988",2025-04-13 09:16:04.641987,Bitcoin,83785.684999884200000000,BTC
10271698,"83,722.71500030",2025-04-13 09:15:49.640285,Bitcoin,83722.715000296800000000,BTC
10271629,"83,700.03500023",2025-04-13 09:15:39.641011,Bitcoin,83700.035000231800000000,BTC
10271572,"83,719.18500023",2025-04-13 09:15:14.630803,Bitcoin,83719.185000232300000000,BTC
10271474,"83,754.70499977",2025-04-13 09:15:04.644301,Bitcoin,83754.704999774800000000,BTC
10271409,"83,755.18499999",2025-04-13 09:14:44.610488,Bitcoin,83755.184999992100000000,BTC
10271320,"83,743.10000031",2025-04-13 09:14:29.648997,Bitcoin,83743.100000308000000000,BTC
10271255,"83,781.31500027",2025-04-13 09:14:14.654865,Bitcoin,83781.315000272800000000,BTC
10271146,"83,808.56500033",2025-04-13 09:13:59.651660,Bitcoin,83808.565000333800000000,BTC
10271067,"83,806.15500023",2025-04-13 09:13:39.613487,Bitcoin,83806.155000226500000000,BTC
10271009,"83,788.36500030",2025-04-13 09:13:24.635167,Bitcoin,83788.365000300900000000,BTC
10270962,"83,805.37499969",2025-04-13 09:13:14.599784,Bitcoin,83805.374999691900000000,BTC
10270868,"83,786.78000019",2025-04-13 09:13:04.639402,Bitcoin,83786.780000191500000000,BTC
10270806,"83,788.00000029",2025-04-13 09:12:44.643534,Bitcoin,83788.000000291700000000,BTC
10270729,"83,799.18999988",2025-04-13 09:12:29.639837,Bitcoin,83799.189999878600000000,BTC
10270666,"83,768.34500019",2025-04-13 09:12:19.638131,Bitcoin,83768.345000187400000000,BTC
10270571,"83,796.74000009",2025-04-13 09:11:59.607675,Bitcoin,83796.740000092800000000,BTC
10270498,"83,804.12499991",2025-04-13 09:11:49.625302,Bitcoin,83804.124999913000000000,BTC
10270419,"83,836.52500004",2025-04-13 09:11:24.649390,Bitcoin,83836.525000038800000000,BTC
10270368,"83,839.02500017",2025-04-13 09:11:14.637197,Bitcoin,83839.025000173000000000,BTC
10270303,"83,872.38500007",2025-04-13 09:11:04.639818,Bitcoin,83872.385000073400000000,BTC
10270196,"83,861.32500007",2025-04-13 09:10:54.660529,Bitcoin,83861.325000069500000000,BTC
10270110,"83,814.25000019",2025-04-13 09:10:34.635675,Bitcoin,83814.250000187600000000,BTC
10270021,"83,816.20500006",2025-04-13 09:10:24.635916,Bitcoin,83816.205000064000000000,BTC
10269952,"83,773.71499974",2025-04-13 09:10:14.604115,Bitcoin,83773.714999740200000000,BTC
10269887,"83,796.36500035",2025-04-13 09:09:54.644421,Bitcoin,83796.365000350200000000,BTC
10269807,"83,793.78999999",2025-04-13 09:09:44.663934,Bitcoin,83793.789999989400000000,BTC
10269702,"83,756.79499970",2025-04-13 09:09:29.696797,Bitcoin,83756.794999697400000000,BTC
10269604,"83,738.15500014",2025-04-13 09:09:14.658756,Bitcoin,83738.155000137900000000,BTC
10269559,"83,759.79499989",2025-04-13 09:08:54.630464,Bitcoin,83759.794999888500000000,BTC
10269482,"83,757.48500018",2025-04-13 09:08:39.632214,Bitcoin,83757.485000179300000000,BTC
10269424,"83,700.14500031",2025-04-13 09:08:24.630452,Bitcoin,83700.145000309900000000,BTC
10269359,"83,715.88500005",2025-04-13 09:08:04.629057,Bitcoin,83715.885000052300000000,BTC
10269261,"83,694.44999993",2025-04-13 09:07:44.646084,Bitcoin,83694.449999933200000000,BTC
10269172,"83,669.01999983",2025-04-13 09:07:34.644831,Bitcoin,83669.019999829300000000,BTC
10269078,"83,649.58999970",2025-04-13 09:07:19.645979,Bitcoin,83649.589999696300000000,BTC
10269004,"83,625.59000001",2025-04-13 09:07:09.656228,Bitcoin,83625.590000013500000000,BTC
10268891,"83,638.43500005",2025-04-13 09:06:54.663675,Bitcoin,83638.435000053800000000,BTC
10268810,"83,688.38500014",2025-04-13 09:06:44.638492,Bitcoin,83688.385000143800000000,BTC
10268761,"83,686.36499983",2025-04-13 09:06:29.644930,Bitcoin,83686.364999827700000000,BTC
10268675,"83,691.01499984",2025-04-13 09:06:19.651487,Bitcoin,83691.014999839400000000,BTC
10268630,"83,685.70000004",2025-04-13 09:05:59.608004,Bitcoin,83685.700000036900000000,BTC
10268533,"83,687.74999984",2025-04-13 09:05:54.648239,Bitcoin,83687.749999844900000000,BTC
10268436,"83,715.73999966",2025-04-13 09:05:34.643888,Bitcoin,83715.739999656900000000,BTC
10268381,"83,787.26000026",2025-04-13 09:05:24.633543,Bitcoin,83787.260000261400000000,BTC
10268307,"83,778.40000033",2025-04-13 09:05:09.643496,Bitcoin,83778.400000325100000000,BTC
10268211,"83,731.82500006",2025-04-13 09:04:54.650824,Bitcoin,83731.825000058500000000,BTC
10268143,"83,700.30999992",2025-04-13 09:04:44.637075,Bitcoin,83700.309999918300000000,BTC
10268089,"83,715.93499975",2025-04-13 09:04:19.645304,Bitcoin,83715.934999749300000000,BTC
10268019,"83,702.13000023",2025-04-13 09:04:14.606359,Bitcoin,83702.130000228700000000,BTC
10267897,"83,682.39999973",2025-04-13 09:03:54.639355,Bitcoin,83682.399999732000000000,BTC
10267812,"83,695.35999972",2025-04-13 09:03:44.655478,Bitcoin,83695.359999724800000000,BTC
10267736,"83,680.36499997",2025-04-13 09:03:24.640063,Bitcoin,83680.364999973700000000,BTC
10267672,"83,672.42499987",2025-04-13 09:03:09.616457,Bitcoin,83672.424999867700000000,BTC
10267601,"83,664.56500022",2025-04-13 09:02:59.629849,Bitcoin,83664.565000219100000000,BTC
10267529,"83,674.91499988",2025-04-13 09:02:44.613948,Bitcoin,83674.914999883100000000,BTC
10267429,"83,683.67000026",2025-04-13 09:02:24.634886,Bitcoin,83683.670000256000000000,BTC
10267347,"83,666.16000001",2025-04-13 09:02:19.640420,Bitcoin,83666.160000011000000000,BTC
10267278,"83,666.33500034",2025-04-13 09:01:59.651755,Bitcoin,83666.335000335300000000,BTC
10267184,"83,669.23999968",2025-04-13 09:01:49.644989,Bitcoin,83669.239999675100000000,BTC
10267071,"83,591.24499998",2025-04-13 09:01:29.606506,Bitcoin,83591.244999975900000000,BTC
10266972,"83,546.85499980",2025-04-13 09:01:24.640051,Bitcoin,83546.854999799800000000,BTC
10266880,"83,462.29499969",2025-04-13 09:01:19.632426,Bitcoin,83462.294999688400000000,BTC
10266788,"83,546.85499980",2025-04-13 09:01:14.602337,Bitcoin,83546.854999799800000000,BTC
10266707,"83,462.29499969",2025-04-13 09:00:54.637077,Bitcoin,83462.294999688400000000,BTC
10266639,"83,478.29500025",2025-04-13 09:00:49.636323,Bitcoin,83478.295000254100000000,BTC
10266545,"83,504.18500015",2025-04-13 09:00:39.643493,Bitcoin,83504.185000149100000000,BTC
10266436,"83,547.84000009",2025-04-13 09:00:24.641931,Bitcoin,83547.840000089700000000,BTC
10266377,"83,569.50499979",2025-04-13 09:00:14.634149,Bitcoin,83569.504999793600000000,BTC
10266310,"83,559.95999977",2025-04-13 09:00:09.627358,Bitcoin,83559.959999769600000000,BTC
10266256,"83,550.99000032",2025-04-13 08:59:49.639547,Bitcoin,83550.990000323000000000,BTC
10266132,"83,536.76499978",2025-04-13 08:59:34.656136,Bitcoin,83536.764999778100000000,BTC
10266071,"83,510.58999993",2025-04-13 08:59:14.643062,Bitcoin,83510.589999931300000000,BTC
10265975,"83,513.33499973",2025-04-13 08:59:04.645632,Bitcoin,83513.334999733300000000,BTC
10265890,"83,509.35499970",2025-04-13 08:58:44.645360,Bitcoin,83509.354999695100000000,BTC
10265819,"83,503.65500013",2025-04-13 08:58:34.633240,Bitcoin,83503.655000125600000000,BTC
10265730,"83,478.75499968",2025-04-13 08:58:19.644498,Bitcoin,83478.754999683100000000,BTC
